dataset,path,size_bytes,size_human,row_count,columns_or_keys,status,route_priority
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_432.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_436.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_44.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_440.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_444.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_448.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_452.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_456.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_460.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_464.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_48.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_52.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_56.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_60.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_64.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_68.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_72.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_76.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_8.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_80.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_84.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_88.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_92.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq15/bbox_seq15/EndoCV2021_seq15_96.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_0.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_10.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_100.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_110.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_120.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_130.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_140.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_150.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_160.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_170.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_180.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_190.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_20.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_200.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_210.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_220.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_230.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_240.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_250.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_260.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_270.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_280.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_290.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_30.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_300.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_310.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_320.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_330.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_340.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_350.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_360.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_370.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_380.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_390.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_40.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_50.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_60.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_70.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_80.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq16/bbox_seq16/seq1_C6_90.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_0.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_108.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_12.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_120.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_132.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_144.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_156.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_168.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_180.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_192.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_204.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_216.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_228.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_24.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_240.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_252.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_264.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_276.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_288.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_300.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_312.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_324.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_336.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_348.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_36.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_360.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_372.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_384.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_396.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_408.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_420.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_432.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_444.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_456.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_468.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_48.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_480.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_492.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_504.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_516.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_528.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_540.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_552.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_564.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_576.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_588.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_60.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_600.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_612.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_624.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_636.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_648.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_660.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_672.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_684.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_696.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_708.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_72.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_720.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_732.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_744.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_84.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq17/bbox_seq17/seq2_C6_96.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_0.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_108.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_12.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_120.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_132.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_144.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_156.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_168.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_180.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_192.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_204.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_216.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_228.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_24.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_240.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_252.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_264.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_276.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_288.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_300.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_312.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_324.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_336.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_348.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_36.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_360.txt,20,20.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_372.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_384.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_396.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_408.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_420.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_432.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_444.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_456.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_468.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_48.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_480.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_492.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq18/bbox_seq18/seq3_C6_504.txt,21,21.00 B,,,OK,0
